,Interval,Time_min,video,SSI_mo_pa
0,1,0.0,SOGA061,0.26282744522
1,2,0.166666666667,SOGA061,0.192145758962
2,3,0.333333333333,SOGA061,0.118940565544
3,4,0.5,SOGA061,0.0336332698759
4,5,0.666666666667,SOGA061,0.0965539853776
5,6,0.833333333333,SOGA061,0.00661346529186
6,7,1.0,SOGA061,0.000120185773121
7,8,1.16666666667,SOGA061,0.108742920954
8,9,1.33333333333,SOGA061,0.281256233985
9,10,1.5,SOGA061,0.00944555671018
10,11,1.66666666667,SOGA061,0.0301637633994
11,12,1.83333333333,SOGA061,0.0682077443085
12,13,2.0,SOGA061,0.283231166779
13,14,2.16666666667,SOGA061,0.0354728082736
14,15,2.33333333333,SOGA061,0.0257111189714
15,16,2.5,SOGA061,0.00363108733904
16,17,2.66666666667,SOGA061,0.0027612631754
17,18,2.83333333333,SOGA061,0.127395824427
18,19,3.0,SOGA061,0.0181982204312
19,20,3.16666666667,SOGA061,0.0354076484898
20,21,3.33333333333,SOGA061,0.0415924412455
21,22,3.5,SOGA061,0.00159538558884
22,23,3.66666666667,SOGA061,0.177702372527
23,24,3.83333333333,SOGA061,0.0272849772715
24,25,4.0,SOGA061,0.0279832851301
25,26,4.16666666667,SOGA061,0.0309395110101
26,27,4.33333333333,SOGA061,0.000145234609397
27,28,4.5,SOGA061,0.0625768138711
28,29,4.66666666667,SOGA061,4.36676568377e-05
29,30,4.83333333333,SOGA061,0.149072115483
30,31,5.0,SOGA061,0.00150855115315
31,32,5.16666666667,SOGA061,0.0987105071188
32,33,5.33333333333,SOGA061,0.0881740810994
33,34,5.5,SOGA061,0.168537792997
34,35,5.66666666667,SOGA061,0.0179572042686
35,36,5.83333333333,SOGA061,0.0499248240161
36,37,6.0,SOGA061,0.0905455331827
37,38,6.16666666667,SOGA061,0.00623013720592
38,39,6.33333333333,SOGA061,0.00320233056238
39,40,6.5,SOGA061,0.000156415811534
40,41,6.66666666667,SOGA061,0.0181820739729
41,42,6.83333333333,SOGA061,0.00190916985588
42,43,7.0,SOGA061,0.0147394888412
43,44,7.16666666667,SOGA061,0.0593680707404
44,45,7.33333333333,SOGA061,0.0256160413011
45,46,7.5,SOGA061,0.172992342935
